Product: Custom Silver Necklace, Date: 2023-03-14, Sale Price: $71.22, Platform: Facebook, Likes: 85, Shares: 33, Comments: 28, Inquiries: 6,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-04-09, Sale Price: $71.2, Platform: Instagram, Likes: 316, Shares: 96, Comments: 34, Inquiries: 14,Sales: 5
Product: Decorative Beaded Bracelet, Date: 2023-03-16, Sale Price: $70.02, Platform: Twitter, Likes: 300, Shares: 39, Comments: 49, Inquiries: 20,Sales: 4
Product: Handcrafted Wooden Bowl, Date: 2023-04-23, Sale Price: $26.55, Platform: Facebook, Likes: 408, Shares: 29, Comments: 32, Inquiries: 12,Sales: 6
Product: Organic Cotton Scarf, Date: 2023-04-17, Sale Price: $92.07, Platform: Twitter, Likes: 68, Shares: 56, Comments: 12, Inquiries: 9,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-03-13, Sale Price: $72.35, Platform: Instagram, Likes: 289, Shares: 29, Comments: 32, Inquiries: 5,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-04-13, Sale Price: $99.04, Platform: Instagram, Likes: 149, Shares: 52, Comments: 32, Inquiries: 9,Sales: 3
Product: Natural Stone Coaster Set, Date: 2023-03-29, Sale Price: $82.23, Platform: Facebook, Likes: 132, Shares: 55, Comments: 38, Inquiries: 15,Sales: 7
Product: Handcrafted Wooden Bowl, Date: 2023-05-25, Sale Price: $68.11, Platform: Twitter, Likes: 307, Shares: 57, Comments: 35, Inquiries: 20,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-04-20, Sale Price: $25.9, Platform: Twitter, Likes: 271, Shares: 53, Comments: 8, Inquiries: 5,Sales: 1
Product: Vintage Style Linen Dress, Date: 2023-03-09, Sale Price: $27.26, Platform: Facebook, Likes: 249, Shares: 43, Comments: 7, Inquiries: 2,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-04-03, Sale Price: $69.89, Platform: Twitter, Likes: 433, Shares: 12, Comments: 13, Inquiries: 17,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-05-06, Sale Price: $92.87, Platform: Instagram, Likes: 53, Shares: 54, Comments: 12, Inquiries: 4,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-03-12, Sale Price: $33.96, Platform: Twitter, Likes: 140, Shares: 67, Comments: 37, Inquiries: 8,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-03-21, Sale Price: $76.68, Platform: Facebook, Likes: 491, Shares: 71, Comments: 43, Inquiries: 15,Sales: 7
Product: Natural Stone Coaster Set, Date: 2023-04-17, Sale Price: $98.32, Platform: Facebook, Likes: 275, Shares: 26, Comments: 6, Inquiries: 1,Sales: 0
Product: Custom Silver Necklace, Date: 2023-05-04, Sale Price: $54.2, Platform: Facebook, Likes: 169, Shares: 54, Comments: 17, Inquiries: 20,Sales: 10
Product: Organic Cotton Scarf, Date: 2023-05-02, Sale Price: $21.47, Platform: Facebook, Likes: 141, Shares: 96, Comments: 39, Inquiries: 5,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-03-23, Sale Price: $28.01, Platform: Twitter, Likes: 258, Shares: 66, Comments: 11, Inquiries: 7,Sales: 1
Product: Vintage Style Linen Dress, Date: 2023-05-22, Sale Price: $88.3, Platform: Facebook, Likes: 271, Shares: 70, Comments: 13, Inquiries: 0,Sales: 0
Product: Custom Silver Necklace, Date: 2023-04-01, Sale Price: $72.93, Platform: Twitter, Likes: 444, Shares: 77, Comments: 19, Inquiries: 17,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-05-05, Sale Price: $24.94, Platform: Twitter, Likes: 284, Shares: 65, Comments: 29, Inquiries: 12,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-04-01, Sale Price: $93.13, Platform: Facebook, Likes: 461, Shares: 76, Comments: 6, Inquiries: 20,Sales: 10
Product: Personalized Leather Wallet, Date: 2023-03-28, Sale Price: $92.21, Platform: Twitter, Likes: 321, Shares: 95, Comments: 42, Inquiries: 13,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-22, Sale Price: $82.73, Platform: Instagram, Likes: 416, Shares: 23, Comments: 8, Inquiries: 14,Sales: 5
Product: Artisan Glass Earrings, Date: 2023-04-16, Sale Price: $55.96, Platform: Instagram, Likes: 494, Shares: 62, Comments: 36, Inquiries: 0,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-04-20, Sale Price: $43.72, Platform: Instagram, Likes: 86, Shares: 13, Comments: 50, Inquiries: 8,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-05-24, Sale Price: $46.83, Platform: Twitter, Likes: 484, Shares: 21, Comments: 44, Inquiries: 2,Sales: 0
Product: Artisan Glass Earrings, Date: 2023-05-16, Sale Price: $79.04, Platform: Instagram, Likes: 333, Shares: 42, Comments: 17, Inquiries: 4,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-03-22, Sale Price: $45.59, Platform: Twitter, Likes: 463, Shares: 39, Comments: 16, Inquiries: 4,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-04-17, Sale Price: $56.19, Platform: Twitter, Likes: 402, Shares: 60, Comments: 48, Inquiries: 13,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-05-25, Sale Price: $81.63, Platform: Facebook, Likes: 91, Shares: 69, Comments: 22, Inquiries: 3,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-05-12, Sale Price: $40.15, Platform: Twitter, Likes: 73, Shares: 68, Comments: 26, Inquiries: 19,Sales: 3
Product: Custom Silver Necklace, Date: 2023-04-27, Sale Price: $45.24, Platform: Instagram, Likes: 52, Shares: 23, Comments: 26, Inquiries: 16,Sales: 6
Product: Artisan Glass Earrings, Date: 2023-03-05, Sale Price: $48.04, Platform: Facebook, Likes: 465, Shares: 47, Comments: 10, Inquiries: 13,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-05-17, Sale Price: $83.03, Platform: Facebook, Likes: 464, Shares: 31, Comments: 6, Inquiries: 10,Sales: 5
Product: Natural Stone Coaster Set, Date: 2023-05-11, Sale Price: $27.7, Platform: Twitter, Likes: 303, Shares: 41, Comments: 30, Inquiries: 20,Sales: 4
Product: Vintage Style Linen Dress, Date: 2023-04-24, Sale Price: $52.34, Platform: Twitter, Likes: 384, Shares: 50, Comments: 27, Inquiries: 20,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-02, Sale Price: $99.89, Platform: Twitter, Likes: 392, Shares: 36, Comments: 45, Inquiries: 7,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-05-12, Sale Price: $47.04, Platform: Facebook, Likes: 176, Shares: 17, Comments: 32, Inquiries: 19,Sales: 9
Product: Custom Silver Necklace, Date: 2023-05-12, Sale Price: $74.05, Platform: Instagram, Likes: 347, Shares: 75, Comments: 50, Inquiries: 7,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-03-20, Sale Price: $95.32, Platform: Twitter, Likes: 259, Shares: 27, Comments: 47, Inquiries: 0,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-05-24, Sale Price: $56.26, Platform: Twitter, Likes: 366, Shares: 77, Comments: 31, Inquiries: 3,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-16, Sale Price: $29.18, Platform: Facebook, Likes: 291, Shares: 88, Comments: 16, Inquiries: 16,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-04-17, Sale Price: $38.3, Platform: Instagram, Likes: 287, Shares: 32, Comments: 46, Inquiries: 11,Sales: 4
Product: Decorative Beaded Bracelet, Date: 2023-04-20, Sale Price: $80.0, Platform: Instagram, Likes: 392, Shares: 37, Comments: 47, Inquiries: 6,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-03-10, Sale Price: $65.18, Platform: Instagram, Likes: 322, Shares: 70, Comments: 48, Inquiries: 14,Sales: 5
Product: Handcrafted Wooden Bowl, Date: 2023-04-15, Sale Price: $53.65, Platform: Facebook, Likes: 198, Shares: 29, Comments: 47, Inquiries: 20,Sales: 10
Product: Decorative Beaded Bracelet, Date: 2023-03-08, Sale Price: $41.16, Platform: Instagram, Likes: 344, Shares: 80, Comments: 26, Inquiries: 14,Sales: 5
Product: Vintage Style Linen Dress, Date: 2023-04-09, Sale Price: $88.58, Platform: Twitter, Likes: 335, Shares: 68, Comments: 18, Inquiries: 1,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-04-26, Sale Price: $96.75, Platform: Instagram, Likes: 298, Shares: 13, Comments: 37, Inquiries: 9,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-23, Sale Price: $22.25, Platform: Instagram, Likes: 272, Shares: 42, Comments: 5, Inquiries: 2,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-05-29, Sale Price: $24.53, Platform: Twitter, Likes: 255, Shares: 47, Comments: 31, Inquiries: 20,Sales: 4
Product: Artisan Glass Earrings, Date: 2023-05-30, Sale Price: $70.26, Platform: Instagram, Likes: 370, Shares: 19, Comments: 8, Inquiries: 17,Sales: 6
Product: Handcrafted Wooden Bowl, Date: 2023-04-21, Sale Price: $82.35, Platform: Twitter, Likes: 429, Shares: 90, Comments: 35, Inquiries: 2,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-03-21, Sale Price: $29.09, Platform: Facebook, Likes: 385, Shares: 79, Comments: 25, Inquiries: 6,Sales: 3
Product: Custom Silver Necklace, Date: 2023-04-26, Sale Price: $71.45, Platform: Twitter, Likes: 192, Shares: 50, Comments: 27, Inquiries: 9,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-04-15, Sale Price: $69.82, Platform: Twitter, Likes: 71, Shares: 89, Comments: 30, Inquiries: 5,Sales: 1
Product: Vintage Style Linen Dress, Date: 2023-04-07, Sale Price: $44.82, Platform: Twitter, Likes: 244, Shares: 90, Comments: 24, Inquiries: 14,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-04-03, Sale Price: $97.01, Platform: Instagram, Likes: 72, Shares: 71, Comments: 25, Inquiries: 20,Sales: 8
Product: Natural Stone Coaster Set, Date: 2023-03-30, Sale Price: $93.16, Platform: Facebook, Likes: 412, Shares: 29, Comments: 22, Inquiries: 2,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-03-12, Sale Price: $75.1, Platform: Twitter, Likes: 385, Shares: 44, Comments: 40, Inquiries: 11,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-04-29, Sale Price: $35.12, Platform: Instagram, Likes: 424, Shares: 82, Comments: 17, Inquiries: 1,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-02, Sale Price: $71.77, Platform: Twitter, Likes: 97, Shares: 71, Comments: 25, Inquiries: 1,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-03-30, Sale Price: $75.98, Platform: Instagram, Likes: 428, Shares: 83, Comments: 30, Inquiries: 19,Sales: 7
Product: Decorative Beaded Bracelet, Date: 2023-04-13, Sale Price: $33.98, Platform: Twitter, Likes: 500, Shares: 50, Comments: 7, Inquiries: 2,Sales: 0
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-13, Sale Price: $82.14, Platform: Twitter, Likes: 325, Shares: 42, Comments: 22, Inquiries: 18,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-03-23, Sale Price: $84.0, Platform: Twitter, Likes: 229, Shares: 72, Comments: 28, Inquiries: 16,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-27, Sale Price: $99.5, Platform: Twitter, Likes: 125, Shares: 26, Comments: 34, Inquiries: 2,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-04-07, Sale Price: $75.91, Platform: Twitter, Likes: 315, Shares: 65, Comments: 32, Inquiries: 16,Sales: 3
Product: Artisan Glass Earrings, Date: 2023-03-23, Sale Price: $67.14, Platform: Twitter, Likes: 484, Shares: 45, Comments: 32, Inquiries: 12,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-04-11, Sale Price: $75.55, Platform: Facebook, Likes: 148, Shares: 72, Comments: 8, Inquiries: 16,Sales: 8
Product: Handmade Ceramic Vase, Date: 2023-03-19, Sale Price: $23.52, Platform: Facebook, Likes: 131, Shares: 26, Comments: 22, Inquiries: 7,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-04-15, Sale Price: $56.12, Platform: Facebook, Likes: 363, Shares: 11, Comments: 10, Inquiries: 6,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-03-15, Sale Price: $93.63, Platform: Instagram, Likes: 247, Shares: 16, Comments: 15, Inquiries: 18,Sales: 7
Product: Vintage Style Linen Dress, Date: 2023-04-11, Sale Price: $48.21, Platform: Instagram, Likes: 340, Shares: 98, Comments: 18, Inquiries: 3,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-17, Sale Price: $50.8, Platform: Instagram, Likes: 413, Shares: 14, Comments: 31, Inquiries: 6,Sales: 2
Product: Custom Silver Necklace, Date: 2023-04-18, Sale Price: $92.26, Platform: Instagram, Likes: 74, Shares: 97, Comments: 39, Inquiries: 11,Sales: 4
Product: Custom Silver Necklace, Date: 2023-05-15, Sale Price: $65.05, Platform: Twitter, Likes: 93, Shares: 85, Comments: 26, Inquiries: 4,Sales: 0
Product: Personalized Leather Wallet, Date: 2023-05-16, Sale Price: $88.74, Platform: Facebook, Likes: 188, Shares: 64, Comments: 33, Inquiries: 16,Sales: 8
Product: Handmade Ceramic Vase, Date: 2023-04-24, Sale Price: $92.63, Platform: Facebook, Likes: 255, Shares: 53, Comments: 34, Inquiries: 5,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-04-01, Sale Price: $60.26, Platform: Twitter, Likes: 441, Shares: 90, Comments: 41, Inquiries: 6,Sales: 1
Product: Vintage Style Linen Dress, Date: 2023-03-29, Sale Price: $80.87, Platform: Instagram, Likes: 241, Shares: 56, Comments: 19, Inquiries: 4,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-04-05, Sale Price: $41.8, Platform: Twitter, Likes: 236, Shares: 63, Comments: 12, Inquiries: 15,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-05-24, Sale Price: $27.44, Platform: Facebook, Likes: 113, Shares: 91, Comments: 39, Inquiries: 13,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-03-01, Sale Price: $57.26, Platform: Twitter, Likes: 63, Shares: 87, Comments: 50, Inquiries: 13,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-05-24, Sale Price: $30.29, Platform: Twitter, Likes: 360, Shares: 54, Comments: 7, Inquiries: 0,Sales: 0
Product: Custom Silver Necklace, Date: 2023-05-13, Sale Price: $58.0, Platform: Twitter, Likes: 107, Shares: 14, Comments: 10, Inquiries: 9,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-03-20, Sale Price: $33.61, Platform: Twitter, Likes: 483, Shares: 65, Comments: 21, Inquiries: 14,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-05-01, Sale Price: $66.46, Platform: Instagram, Likes: 130, Shares: 66, Comments: 25, Inquiries: 8,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-06, Sale Price: $97.21, Platform: Twitter, Likes: 447, Shares: 78, Comments: 16, Inquiries: 10,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-08, Sale Price: $28.61, Platform: Facebook, Likes: 84, Shares: 90, Comments: 20, Inquiries: 13,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-03-02, Sale Price: $65.21, Platform: Facebook, Likes: 390, Shares: 33, Comments: 25, Inquiries: 2,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-05-05, Sale Price: $74.87, Platform: Instagram, Likes: 496, Shares: 13, Comments: 21, Inquiries: 6,Sales: 2
Product: Personalized Leather Wallet, Date: 2023-03-13, Sale Price: $77.48, Platform: Twitter, Likes: 425, Shares: 94, Comments: 21, Inquiries: 15,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-04-29, Sale Price: $87.96, Platform: Instagram, Likes: 421, Shares: 99, Comments: 23, Inquiries: 0,Sales: 0
Product: Custom Silver Necklace, Date: 2023-04-01, Sale Price: $83.58, Platform: Twitter, Likes: 385, Shares: 35, Comments: 12, Inquiries: 7,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-04-29, Sale Price: $66.84, Platform: Twitter, Likes: 272, Shares: 35, Comments: 49, Inquiries: 15,Sales: 3
Product: Personalized Leather Wallet, Date: 2023-03-04, Sale Price: $54.92, Platform: Twitter, Likes: 443, Shares: 58, Comments: 29, Inquiries: 0,Sales: 0
Product: Custom Silver Necklace, Date: 2023-03-25, Sale Price: $29.23, Platform: Twitter, Likes: 486, Shares: 69, Comments: 6, Inquiries: 16,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-03-05, Sale Price: $51.75, Platform: Twitter, Likes: 320, Shares: 70, Comments: 48, Inquiries: 7,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-05-14, Sale Price: $87.46, Platform: Facebook, Likes: 88, Shares: 73, Comments: 43, Inquiries: 10,Sales: 5
Product: Personalized Leather Wallet, Date: 2023-04-02, Sale Price: $24.23, Platform: Facebook, Likes: 336, Shares: 67, Comments: 9, Inquiries: 1,Sales: 0
Product: Custom Silver Necklace, Date: 2023-03-29, Sale Price: $45.49, Platform: Instagram, Likes: 375, Shares: 95, Comments: 16, Inquiries: 10,Sales: 4
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-14, Sale Price: $76.88, Platform: Twitter, Likes: 362, Shares: 87, Comments: 10, Inquiries: 3,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-04-20, Sale Price: $60.64, Platform: Twitter, Likes: 414, Shares: 13, Comments: 39, Inquiries: 2,Sales: 0
Product: Natural Stone Coaster Set, Date: 2023-04-05, Sale Price: $69.02, Platform: Facebook, Likes: 208, Shares: 96, Comments: 43, Inquiries: 2,Sales: 1
Product: Artisan Glass Earrings, Date: 2023-05-02, Sale Price: $65.39, Platform: Twitter, Likes: 362, Shares: 81, Comments: 30, Inquiries: 19,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-03-06, Sale Price: $43.93, Platform: Twitter, Likes: 288, Shares: 93, Comments: 5, Inquiries: 18,Sales: 3
Product: Vintage Style Linen Dress, Date: 2023-03-07, Sale Price: $63.58, Platform: Facebook, Likes: 72, Shares: 13, Comments: 19, Inquiries: 5,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-05-12, Sale Price: $25.05, Platform: Instagram, Likes: 378, Shares: 29, Comments: 47, Inquiries: 1,Sales: 0
Product: Handcrafted Wooden Bowl, Date: 2023-05-03, Sale Price: $21.16, Platform: Instagram, Likes: 244, Shares: 56, Comments: 22, Inquiries: 15,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-04-15, Sale Price: $25.73, Platform: Facebook, Likes: 486, Shares: 73, Comments: 7, Inquiries: 19,Sales: 9
Product: Custom Silver Necklace, Date: 2023-04-12, Sale Price: $33.63, Platform: Twitter, Likes: 487, Shares: 22, Comments: 8, Inquiries: 14,Sales: 2
Product: Handcrafted Wooden Bowl, Date: 2023-03-03, Sale Price: $21.77, Platform: Twitter, Likes: 399, Shares: 63, Comments: 25, Inquiries: 6,Sales: 1
Product: Personalized Leather Wallet, Date: 2023-04-27, Sale Price: $31.33, Platform: Facebook, Likes: 144, Shares: 55, Comments: 35, Inquiries: 11,Sales: 5
Product: Custom Silver Necklace, Date: 2023-04-27, Sale Price: $69.79, Platform: Twitter, Likes: 246, Shares: 96, Comments: 36, Inquiries: 2,Sales: 0
Product: Custom Silver Necklace, Date: 2023-03-31, Sale Price: $88.15, Platform: Twitter, Likes: 362, Shares: 63, Comments: 30, Inquiries: 20,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-11, Sale Price: $76.94, Platform: Instagram, Likes: 325, Shares: 41, Comments: 42, Inquiries: 2,Sales: 0
Product: Custom Silver Necklace, Date: 2023-05-28, Sale Price: $42.94, Platform: Instagram, Likes: 469, Shares: 38, Comments: 41, Inquiries: 6,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-03-07, Sale Price: $52.15, Platform: Facebook, Likes: 101, Shares: 62, Comments: 35, Inquiries: 17,Sales: 8
Product: Decorative Beaded Bracelet, Date: 2023-03-16, Sale Price: $48.72, Platform: Twitter, Likes: 412, Shares: 91, Comments: 36, Inquiries: 14,Sales: 2
Product: Natural Stone Coaster Set, Date: 2023-04-20, Sale Price: $84.36, Platform: Facebook, Likes: 335, Shares: 93, Comments: 14, Inquiries: 17,Sales: 8
Product: Vintage Style Linen Dress, Date: 2023-04-11, Sale Price: $80.19, Platform: Facebook, Likes: 184, Shares: 57, Comments: 24, Inquiries: 10,Sales: 5
Product: Personalized Leather Wallet, Date: 2023-03-16, Sale Price: $79.9, Platform: Instagram, Likes: 302, Shares: 52, Comments: 20, Inquiries: 18,Sales: 7
Product: Handmade Ceramic Vase, Date: 2023-05-15, Sale Price: $50.86, Platform: Twitter, Likes: 222, Shares: 83, Comments: 24, Inquiries: 14,Sales: 2
Product: Handmade Ceramic Vase, Date: 2023-03-16, Sale Price: $25.25, Platform: Facebook, Likes: 273, Shares: 24, Comments: 30, Inquiries: 3,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-04-10, Sale Price: $67.67, Platform: Twitter, Likes: 86, Shares: 69, Comments: 13, Inquiries: 5,Sales: 1
Product: Decorative Beaded Bracelet, Date: 2023-03-29, Sale Price: $67.9, Platform: Twitter, Likes: 126, Shares: 40, Comments: 49, Inquiries: 5,Sales: 1
Product: Handcrafted Wooden Bowl, Date: 2023-03-21, Sale Price: $35.47, Platform: Facebook, Likes: 307, Shares: 26, Comments: 35, Inquiries: 11,Sales: 5
Product: Organic Cotton Scarf, Date: 2023-04-02, Sale Price: $40.02, Platform: Twitter, Likes: 419, Shares: 49, Comments: 44, Inquiries: 1,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-05-09, Sale Price: $42.57, Platform: Facebook, Likes: 441, Shares: 94, Comments: 15, Inquiries: 5,Sales: 2
Product: Custom Silver Necklace, Date: 2023-05-30, Sale Price: $64.98, Platform: Instagram, Likes: 247, Shares: 60, Comments: 41, Inquiries: 5,Sales: 2
Product: Vintage Style Linen Dress, Date: 2023-05-28, Sale Price: $96.48, Platform: Instagram, Likes: 423, Shares: 15, Comments: 23, Inquiries: 19,Sales: 7
Product: Handmade Ceramic Vase, Date: 2023-03-25, Sale Price: $69.49, Platform: Instagram, Likes: 410, Shares: 59, Comments: 26, Inquiries: 5,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-03-29, Sale Price: $47.63, Platform: Twitter, Likes: 79, Shares: 86, Comments: 6, Inquiries: 11,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-03-27, Sale Price: $90.61, Platform: Instagram, Likes: 173, Shares: 81, Comments: 27, Inquiries: 11,Sales: 4
Product: Custom Silver Necklace, Date: 2023-05-29, Sale Price: $65.09, Platform: Twitter, Likes: 433, Shares: 80, Comments: 43, Inquiries: 1,Sales: 0
Product: Organic Cotton Scarf, Date: 2023-03-30, Sale Price: $98.53, Platform: Facebook, Likes: 82, Shares: 27, Comments: 28, Inquiries: 0,Sales: 0
Product: Handmade Ceramic Vase, Date: 2023-04-27, Sale Price: $99.44, Platform: Instagram, Likes: 431, Shares: 41, Comments: 13, Inquiries: 5,Sales: 2
Product: Decorative Beaded Bracelet, Date: 2023-05-20, Sale Price: $88.3, Platform: Instagram, Likes: 372, Shares: 61, Comments: 6, Inquiries: 4,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-03-24, Sale Price: $60.94, Platform: Facebook, Likes: 340, Shares: 56, Comments: 21, Inquiries: 15,Sales: 7
Product: Custom Silver Necklace, Date: 2023-04-07, Sale Price: $84.3, Platform: Twitter, Likes: 346, Shares: 80, Comments: 39, Inquiries: 6,Sales: 1
Product: Organic Cotton Scarf, Date: 2023-04-06, Sale Price: $68.63, Platform: Instagram, Likes: 329, Shares: 53, Comments: 38, Inquiries: 11,Sales: 4
Product: Custom Silver Necklace, Date: 2023-03-26, Sale Price: $97.86, Platform: Facebook, Likes: 63, Shares: 71, Comments: 19, Inquiries: 17,Sales: 8
Product: Handcrafted Wooden Bowl, Date: 2023-03-15, Sale Price: $26.89, Platform: Instagram, Likes: 371, Shares: 15, Comments: 29, Inquiries: 11,Sales: 4
Product: Natural Stone Coaster Set, Date: 2023-03-01, Sale Price: $80.46, Platform: Twitter, Likes: 349, Shares: 88, Comments: 15, Inquiries: 14,Sales: 2
Product: Organic Cotton Scarf, Date: 2023-04-29, Sale Price: $30.32, Platform: Twitter, Likes: 210, Shares: 76, Comments: 50, Inquiries: 6,Sales: 1
Product: Handmade Ceramic Vase, Date: 2023-03-13, Sale Price: $34.5, Platform: Twitter, Likes: 120, Shares: 19, Comments: 35, Inquiries: 19,Sales: 3
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-28, Sale Price: $39.55, Platform: Instagram, Likes: 278, Shares: 44, Comments: 39, Inquiries: 15,Sales: 6
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-07, Sale Price: $31.56, Platform: Twitter, Likes: 199, Shares: 87, Comments: 26, Inquiries: 8,Sales: 1
Product: Natural Stone Coaster Set, Date: 2023-03-12, Sale Price: $23.81, Platform: Instagram, Likes: 338, Shares: 11, Comments: 31, Inquiries: 9,Sales: 3
Product: Handmade Ceramic Vase, Date: 2023-04-15, Sale Price: $23.85, Platform: Facebook, Likes: 96, Shares: 95, Comments: 19, Inquiries: 9,Sales: 4
Product: Custom Silver Necklace, Date: 2023-05-07, Sale Price: $31.6, Platform: Facebook, Likes: 317, Shares: 37, Comments: 42, Inquiries: 16,Sales: 8
Product: Vintage Style Linen Dress, Date: 2023-03-13, Sale Price: $68.41, Platform: Twitter, Likes: 171, Shares: 76, Comments: 50, Inquiries: 17,Sales: 3
Product: Handcrafted Wooden Bowl, Date: 2023-05-10, Sale Price: $26.21, Platform: Twitter, Likes: 272, Shares: 85, Comments: 16, Inquiries: 14,Sales: 2
Product: Eco-Friendly Bamboo Clock, Date: 2023-04-17, Sale Price: $23.82, Platform: Facebook, Likes: 365, Shares: 73, Comments: 25, Inquiries: 1,Sales: 0
Product: Vintage Style Linen Dress, Date: 2023-05-04, Sale Price: $67.58, Platform: Facebook, Likes: 181, Shares: 30, Comments: 37, Inquiries: 7,Sales: 3
Product: Decorative Beaded Bracelet, Date: 2023-04-06, Sale Price: $90.13, Platform: Instagram, Likes: 288, Shares: 25, Comments: 44, Inquiries: 7,Sales: 2
Product: Artisan Glass Earrings, Date: 2023-03-18, Sale Price: $87.65, Platform: Facebook, Likes: 116, Shares: 58, Comments: 46, Inquiries: 13,Sales: 6
Product: Decorative Beaded Bracelet, Date: 2023-04-20, Sale Price: $33.05, Platform: Twitter, Likes: 389, Shares: 27, Comments: 11, Inquiries: 7,Sales: 1
Product: Eco-Friendly Bamboo Clock, Date: 2023-05-21, Sale Price: $29.32, Platform: Instagram, Likes: 234, Shares: 17, Comments: 16, Inquiries: 16,Sales: 6
Product: Natural Stone Coaster Set, Date: 2023-04-09, Sale Price: $96.36, Platform: Instagram, Likes: 337, Shares: 72, Comments: 7, Inquiries: 16,Sales: 6
Product: Organic Cotton Scarf, Date: 2023-04-27, Sale Price: $88.59, Platform: Facebook, Likes: 161, Shares: 90, Comments: 32, Inquiries: 14,Sales: 7
Product: Personalized Leather Wallet, Date: 2023-03-01, Sale Price: $52.09, Platform: Instagram, Likes: 457, Shares: 90, Comments: 16, Inquiries: 15,Sales: 6
Product: Handmade Ceramic Vase, Date: 2023-05-29, Sale Price: $99.82, Platform: Twitter, Likes: 327, Shares: 46, Comments: 14, Inquiries: 20,Sales: 4
