Product,Date,Sale Price,Platform,Likes,Shares,Comments,Inquiries,Sales
Vintage Style Linen Dress,2023-03-02,42.78,Facebook,493,53,24,20,10
Natural Stone Coaster Set,2023-03-20,78.97,Instagram,155,43,7,9,3
Eco-Friendly Bamboo Clock,2023-04-14,71.64,Facebook,155,48,41,12,6
Vintage Style Linen Dress,2023-04-24,21.06,Facebook,496,97,43,19,9
Handmade Ceramic Vase,2023-04-29,88.74,Facebook,193,26,21,11,5
Organic Cotton Scarf,2023-05-11,23.17,Instagram,426,19,21,2,0
Eco-Friendly Bamboo Clock,2023-04-01,88.92,Instagram,130,48,24,19,7
Organic Cotton Scarf,2023-03-15,94.23,Facebook,462,76,25,14,7
Decorative Beaded Bracelet,2023-04-05,47.65,Instagram,290,11,31,5,2
Eco-Friendly Bamboo Clock,2023-04-22,24.34,Twitter,80,61,5,17,3
Natural Stone Coaster Set,2023-04-17,63.69,Facebook,322,63,9,16,8
Natural Stone Coaster Set,2023-03-23,74.56,Twitter,63,15,9,0,0
Handmade Ceramic Vase,2023-04-14,48.79,Instagram,144,48,8,10,4
Custom Silver Necklace,2023-04-26,94.7,Twitter,155,57,24,15,3
Eco-Friendly Bamboo Clock,2023-04-30,29.81,Facebook,485,37,35,8,4
Decorative Beaded Bracelet,2023-03-03,74.73,Instagram,428,64,15,16,6
Personalized Leather Wallet,2023-03-01,85.27,Instagram,97,12,13,2,0
Custom Silver Necklace,2023-03-20,79.54,Facebook,105,28,12,18,9
Personalized Leather Wallet,2023-05-13,45.14,Instagram,408,58,31,14,5
Artisan Glass Earrings,2023-04-02,93.28,Instagram,480,70,38,7,2
Personalized Leather Wallet,2023-04-12,97.89,Facebook,278,66,36,19,9
Personalized Leather Wallet,2023-04-25,85.98,Facebook,279,50,24,16,8
Handcrafted Wooden Bowl,2023-03-14,83.2,Instagram,130,59,14,20,8
Handcrafted Wooden Bowl,2023-05-08,43.9,Instagram,78,27,43,4,1
Organic Cotton Scarf,2023-04-19,94.97,Facebook,416,46,46,19,9
Organic Cotton Scarf,2023-03-10,25.74,Twitter,274,55,31,5,1
Artisan Glass Earrings,2023-05-21,49.03,Instagram,399,72,50,0,0
Handmade Ceramic Vase,2023-05-21,88.35,Twitter,474,79,5,19,3
Eco-Friendly Bamboo Clock,2023-05-19,36.39,Twitter,421,43,14,0,0
Decorative Beaded Bracelet,2023-05-26,81.15,Facebook,351,18,11,8,4
Personalized Leather Wallet,2023-03-04,33.3,Facebook,147,48,15,8,4
Artisan Glass Earrings,2023-05-14,80.24,Instagram,451,52,14,3,1
Decorative Beaded Bracelet,2023-04-16,89.02,Instagram,421,50,10,18,7
Vintage Style Linen Dress,2023-05-27,85.59,Instagram,426,49,24,14,5
Artisan Glass Earrings,2023-03-19,57.11,Twitter,461,60,23,2,0
Custom Silver Necklace,2023-03-20,93.25,Instagram,208,63,25,1,0
Personalized Leather Wallet,2023-04-07,60.48,Instagram,483,37,26,2,0
Eco-Friendly Bamboo Clock,2023-05-20,42.06,Twitter,361,61,19,2,0
Custom Silver Necklace,2023-04-04,64.1,Facebook,400,100,45,12,6
Handmade Ceramic Vase,2023-04-21,70.6,Instagram,193,53,8,2,0
Personalized Leather Wallet,2023-04-20,45.97,Twitter,493,50,42,19,3
Organic Cotton Scarf,2023-05-10,72.56,Instagram,401,17,32,15,6
Custom Silver Necklace,2023-04-12,22.11,Twitter,385,50,8,2,0
Vintage Style Linen Dress,2023-05-28,56.44,Facebook,453,14,41,1,0
Handcrafted Wooden Bowl,2023-04-30,90.58,Twitter,88,10,41,12,2
Natural Stone Coaster Set,2023-04-23,23.92,Instagram,301,36,35,0,0
Personalized Leather Wallet,2023-05-15,78.04,Twitter,62,75,36,10,2
Personalized Leather Wallet,2023-03-06,47.89,Instagram,88,56,33,5,2
Handcrafted Wooden Bowl,2023-03-01,93.94,Instagram,449,35,20,20,8
Custom Silver Necklace,2023-04-10,79.23,Twitter,402,58,9,19,3
Handmade Ceramic Vase,2023-05-27,34.96,Twitter,199,68,20,11,2
Handmade Ceramic Vase,2023-05-23,37.27,Facebook,111,61,49,2,1
Eco-Friendly Bamboo Clock,2023-05-28,39.22,Facebook,486,34,48,7,3
Organic Cotton Scarf,2023-05-25,70.27,Facebook,274,11,6,20,10
Handcrafted Wooden Bowl,2023-03-01,85.7,Facebook,96,98,40,8,4
Custom Silver Necklace,2023-03-27,22.89,Facebook,271,59,33,9,4
Personalized Leather Wallet,2023-03-12,84.98,Facebook,392,44,20,5,2
Artisan Glass Earrings,2023-03-14,80.6,Facebook,112,95,45,1,0
Artisan Glass Earrings,2023-04-01,48.56,Instagram,279,59,12,0,0
Personalized Leather Wallet,2023-05-13,67.32,Facebook,450,81,20,1,0
Eco-Friendly Bamboo Clock,2023-05-02,52.6,Instagram,431,14,28,13,5
Organic Cotton Scarf,2023-05-22,72.88,Twitter,377,56,35,3,0
Artisan Glass Earrings,2023-05-01,70.84,Instagram,327,77,13,2,0
Eco-Friendly Bamboo Clock,2023-03-02,85.94,Instagram,281,28,50,16,6
Artisan Glass Earrings,2023-05-03,61.42,Facebook,435,63,34,16,8
Artisan Glass Earrings,2023-04-16,21.1,Twitter,367,91,33,11,2
Handmade Ceramic Vase,2023-05-05,57.83,Instagram,237,13,47,10,4
Natural Stone Coaster Set,2023-05-30,36.29,Facebook,485,26,36,16,8
Vintage Style Linen Dress,2023-05-02,72.69,Facebook,433,87,26,1,0
Handcrafted Wooden Bowl,2023-05-23,20.56,Facebook,261,55,11,16,8
Custom Silver Necklace,2023-04-30,89.7,Instagram,478,79,8,9,3
Handmade Ceramic Vase,2023-03-10,99.3,Twitter,283,82,9,1,0
Artisan Glass Earrings,2023-05-09,82.18,Facebook,455,100,9,11,5
Custom Silver Necklace,2023-05-11,46.26,Twitter,424,74,27,4,0
Eco-Friendly Bamboo Clock,2023-05-12,61.2,Twitter,406,93,42,15,3
Eco-Friendly Bamboo Clock,2023-04-17,67.94,Facebook,296,84,43,16,8
Artisan Glass Earrings,2023-04-20,30.0,Twitter,428,49,50,15,3
Handcrafted Wooden Bowl,2023-05-24,62.6,Facebook,126,50,21,18,9
Handcrafted Wooden Bowl,2023-05-19,48.57,Twitter,495,47,19,6,1
Eco-Friendly Bamboo Clock,2023-05-02,79.65,Instagram,58,100,10,20,8
Natural Stone Coaster Set,2023-03-23,99.76,Facebook,390,49,50,1,0
Decorative Beaded Bracelet,2023-05-17,44.26,Facebook,112,79,50,14,7
Organic Cotton Scarf,2023-05-18,49.66,Twitter,56,86,40,14,2
Custom Silver Necklace,2023-04-20,80.65,Twitter,57,76,29,9,1
Custom Silver Necklace,2023-03-29,35.99,Instagram,186,12,15,19,7
Vintage Style Linen Dress,2023-05-17,99.65,Facebook,71,52,29,19,9
Vintage Style Linen Dress,2023-05-11,42.78,Twitter,471,37,17,16,3
Organic Cotton Scarf,2023-03-14,74.89,Facebook,61,89,50,16,8
Handcrafted Wooden Bowl,2023-05-28,57.22,Twitter,142,75,49,16,3
Eco-Friendly Bamboo Clock,2023-04-09,85.97,Facebook,50,50,39,8,4
Handmade Ceramic Vase,2023-03-25,57.46,Facebook,134,76,10,15,7
Handcrafted Wooden Bowl,2023-03-31,66.49,Instagram,340,18,8,5,2
Personalized Leather Wallet,2023-03-04,90.49,Twitter,140,82,46,16,3
Personalized Leather Wallet,2023-05-02,85.96,Facebook,350,81,50,20,10
Handmade Ceramic Vase,2023-03-25,22.94,Facebook,193,41,30,12,6
Decorative Beaded Bracelet,2023-03-19,80.32,Facebook,261,77,33,18,9
Decorative Beaded Bracelet,2023-05-16,81.69,Instagram,231,81,5,7,2
Decorative Beaded Bracelet,2023-04-03,38.13,Twitter,459,94,42,1,0
Decorative Beaded Bracelet,2023-03-04,55.22,Facebook,356,62,35,5,2
Eco-Friendly Bamboo Clock,2023-03-15,70.91,Instagram,187,73,24,17,6
Decorative Beaded Bracelet,2023-05-10,54.05,Instagram,84,30,45,17,6
Handmade Ceramic Vase,2023-05-20,44.21,Instagram,259,73,5,4,1
Custom Silver Necklace,2023-04-24,83.58,Facebook,69,92,26,12,6
Artisan Glass Earrings,2023-05-17,28.39,Facebook,246,20,13,17,8
Artisan Glass Earrings,2023-03-06,77.64,Instagram,201,62,43,16,6
Handmade Ceramic Vase,2023-03-14,65.8,Twitter,203,55,10,12,2
Organic Cotton Scarf,2023-04-04,77.65,Twitter,200,25,10,8,1
Custom Silver Necklace,2023-05-08,24.52,Twitter,132,13,33,9,1
Vintage Style Linen Dress,2023-05-16,73.63,Twitter,145,71,25,8,1
Organic Cotton Scarf,2023-04-07,79.46,Instagram,55,98,45,0,0
Artisan Glass Earrings,2023-05-23,87.23,Facebook,419,99,45,5,2
Vintage Style Linen Dress,2023-03-11,39.8,Facebook,487,47,17,17,8
Natural Stone Coaster Set,2023-05-19,81.98,Instagram,361,66,21,2,0
Personalized Leather Wallet,2023-04-07,79.67,Instagram,183,89,26,10,4
Eco-Friendly Bamboo Clock,2023-05-13,27.7,Instagram,273,49,16,2,0
Custom Silver Necklace,2023-05-28,29.67,Twitter,189,71,44,15,3
Organic Cotton Scarf,2023-03-03,60.89,Twitter,342,17,46,15,3
Personalized Leather Wallet,2023-03-24,90.29,Twitter,126,30,40,10,2
Decorative Beaded Bracelet,2023-04-12,94.82,Instagram,360,62,39,10,4
Natural Stone Coaster Set,2023-03-12,96.68,Twitter,268,49,22,10,2
Eco-Friendly Bamboo Clock,2023-03-23,46.19,Instagram,359,99,9,13,5
Handmade Ceramic Vase,2023-04-12,64.31,Twitter,313,27,18,1,0
Personalized Leather Wallet,2023-03-31,70.87,Facebook,412,14,25,1,0
Handcrafted Wooden Bowl,2023-05-17,92.15,Facebook,265,97,5,18,9
Natural Stone Coaster Set,2023-05-21,88.07,Facebook,272,70,25,3,1
Handcrafted Wooden Bowl,2023-05-03,71.63,Facebook,301,74,12,4,2
Handcrafted Wooden Bowl,2023-03-25,78.73,Facebook,125,84,38,16,8
Personalized Leather Wallet,2023-05-17,50.05,Twitter,397,71,32,4,0
Eco-Friendly Bamboo Clock,2023-03-08,21.4,Instagram,230,32,18,3,1
Personalized Leather Wallet,2023-03-08,25.39,Twitter,78,50,30,0,0
Handcrafted Wooden Bowl,2023-05-18,75.62,Facebook,195,67,16,5,2
Custom Silver Necklace,2023-05-15,21.89,Facebook,295,21,8,13,6
Decorative Beaded Bracelet,2023-05-20,85.77,Twitter,374,63,28,7,1
Decorative Beaded Bracelet,2023-03-23,22.02,Twitter,84,31,43,18,3
Handcrafted Wooden Bowl,2023-04-11,35.11,Twitter,119,20,37,13,2
Vintage Style Linen Dress,2023-03-09,83.85,Twitter,449,24,25,17,3
Handmade Ceramic Vase,2023-05-14,34.95,Facebook,52,86,15,4,2
Handmade Ceramic Vase,2023-03-29,75.81,Instagram,328,43,35,3,1
Artisan Glass Earrings,2023-04-07,49.35,Instagram,171,87,41,10,4
Natural Stone Coaster Set,2023-05-19,50.47,Twitter,440,82,27,12,2
Custom Silver Necklace,2023-04-27,70.45,Instagram,149,54,50,18,7
Eco-Friendly Bamboo Clock,2023-04-10,32.32,Facebook,500,18,40,18,9
Artisan Glass Earrings,2023-04-13,65.55,Twitter,453,59,16,4,0
Custom Silver Necklace,2023-05-29,57.33,Twitter,151,21,27,9,1
Organic Cotton Scarf,2023-05-18,44.18,Twitter,316,10,6,17,3
Eco-Friendly Bamboo Clock,2023-03-12,50.17,Instagram,120,62,5,7,2
Artisan Glass Earrings,2023-04-13,70.5,Instagram,436,70,5,4,1
Personalized Leather Wallet,2023-05-07,45.31,Instagram,136,34,34,8,3
Handmade Ceramic Vase,2023-04-30,96.48,Facebook,169,20,49,8,4
Handmade Ceramic Vase,2023-05-26,35.79,Facebook,218,26,16,16,8
Personalized Leather Wallet,2023-04-04,27.76,Facebook,241,37,32,2,1
Decorative Beaded Bracelet,2023-05-22,59.25,Instagram,347,37,35,14,5
Decorative Beaded Bracelet,2023-04-20,62.41,Instagram,144,25,23,3,1
Handcrafted Wooden Bowl,2023-04-28,21.82,Twitter,297,64,36,0,0
Natural Stone Coaster Set,2023-05-03,32.81,Facebook,155,34,16,12,6
Handmade Ceramic Vase,2023-03-24,51.69,Facebook,308,20,8,2,1
Handcrafted Wooden Bowl,2023-04-11,62.31,Instagram,448,27,41,11,4
Handmade Ceramic Vase,2023-03-08,96.44,Instagram,437,41,29,2,0
Decorative Beaded Bracelet,2023-04-27,72.99,Instagram,483,66,16,8,3
Custom Silver Necklace,2023-04-02,40.26,Instagram,415,80,33,10,4
Handmade Ceramic Vase,2023-05-18,99.69,Instagram,420,34,40,20,8
Artisan Glass Earrings,2023-05-16,72.53,Facebook,298,84,48,10,5
Handcrafted Wooden Bowl,2023-05-10,21.78,Twitter,149,25,43,17,3
Personalized Leather Wallet,2023-04-30,55.11,Twitter,106,83,41,18,3
Handmade Ceramic Vase,2023-04-30,86.7,Instagram,394,69,38,16,6
Personalized Leather Wallet,2023-05-26,32.31,Facebook,328,36,13,19,9
Handcrafted Wooden Bowl,2023-05-24,51.52,Instagram,241,84,50,5,2
Handmade Ceramic Vase,2023-03-02,44.52,Instagram,311,10,8,1,0
Artisan Glass Earrings,2023-05-16,69.46,Twitter,144,92,46,4,0
Personalized Leather Wallet,2023-05-28,59.31,Instagram,457,13,49,18,7
Decorative Beaded Bracelet,2023-05-01,86.89,Facebook,360,27,34,19,9
Eco-Friendly Bamboo Clock,2023-03-21,91.17,Twitter,84,62,41,10,2
Handmade Ceramic Vase,2023-04-23,53.94,Twitter,417,29,42,0,0
Eco-Friendly Bamboo Clock,2023-04-30,27.47,Instagram,366,70,28,7,2
Artisan Glass Earrings,2023-03-24,26.41,Twitter,184,43,32,13,2
Natural Stone Coaster Set,2023-04-17,82.17,Instagram,408,37,45,15,6
Artisan Glass Earrings,2023-05-03,58.23,Facebook,210,87,22,12,6
Custom Silver Necklace,2023-04-23,59.18,Instagram,252,75,44,10,4
Eco-Friendly Bamboo Clock,2023-05-10,53.34,Facebook,138,98,39,18,9
Decorative Beaded Bracelet,2023-05-17,36.28,Instagram,324,94,40,6,2
Handcrafted Wooden Bowl,2023-03-17,59.24,Instagram,303,81,10,15,6
Custom Silver Necklace,2023-04-02,69.11,Twitter,123,97,38,7,1
Organic Cotton Scarf,2023-03-03,74.76,Twitter,468,58,22,5,1
Decorative Beaded Bracelet,2023-03-09,75.4,Twitter,262,50,20,20,4
Handmade Ceramic Vase,2023-05-21,80.9,Facebook,127,83,34,4,2
Decorative Beaded Bracelet,2023-03-14,78.93,Facebook,253,89,7,8,4
Eco-Friendly Bamboo Clock,2023-04-02,97.87,Twitter,77,36,42,20,4
Decorative Beaded Bracelet,2023-04-08,99.57,Twitter,485,52,37,4,0
Organic Cotton Scarf,2023-04-08,66.43,Facebook,171,14,31,3,1
Decorative Beaded Bracelet,2023-05-27,87.87,Twitter,370,83,37,11,2
Organic Cotton Scarf,2023-05-01,22.08,Twitter,315,27,28,6,1
Handmade Ceramic Vase,2023-05-10,80.08,Twitter,165,34,46,0,0
Organic Cotton Scarf,2023-05-14,46.89,Twitter,217,28,11,15,3
Custom Silver Necklace,2023-05-24,63.09,Twitter,176,38,41,2,0
Eco-Friendly Bamboo Clock,2023-04-18,47.72,Instagram,456,30,42,7,2
Natural Stone Coaster Set,2023-03-11,31.42,Instagram,147,10,47,20,8
Personalized Leather Wallet,2023-05-07,67.75,Instagram,447,84,17,12,4
Eco-Friendly Bamboo Clock,2023-04-10,43.04,Instagram,376,78,16,17,6
Decorative Beaded Bracelet,2023-05-10,88.43,Instagram,305,74,21,10,4
Natural Stone Coaster Set,2023-03-30,91.91,Instagram,358,65,5,12,4
Handmade Ceramic Vase,2023-05-23,63.07,Facebook,81,93,37,2,1
Eco-Friendly Bamboo Clock,2023-05-27,39.09,Instagram,131,58,46,17,6
Handcrafted Wooden Bowl,2023-03-20,32.32,Facebook,133,60,35,10,5
Handmade Ceramic Vase,2023-04-03,52.12,Twitter,438,56,44,17,3
Vintage Style Linen Dress,2023-03-14,64.55,Instagram,108,99,16,3,1
Decorative Beaded Bracelet,2023-03-08,30.85,Instagram,236,97,18,2,0
Handcrafted Wooden Bowl,2023-03-11,42.62,Twitter,233,61,16,2,0
Handmade Ceramic Vase,2023-04-24,26.79,Twitter,330,53,25,12,2
Handcrafted Wooden Bowl,2023-03-01,41.17,Facebook,488,15,45,0,0
Handmade Ceramic Vase,2023-03-08,90.97,Twitter,445,91,16,5,1
Organic Cotton Scarf,2023-04-07,29.34,Facebook,471,74,23,14,7
Handmade Ceramic Vase,2023-03-07,88.94,Instagram,378,90,33,13,5
Organic Cotton Scarf,2023-05-17,65.85,Facebook,310,16,7,3,1
Artisan Glass Earrings,2023-03-02,71.3,Twitter,112,98,25,11,2
Personalized Leather Wallet,2023-03-21,42.24,Instagram,220,25,10,0,0
Vintage Style Linen Dress,2023-04-19,84.89,Facebook,420,37,38,18,9
Artisan Glass Earrings,2023-03-29,51.41,Instagram,337,16,10,13,5
Handmade Ceramic Vase,2023-05-13,41.96,Twitter,279,11,21,14,2
Handcrafted Wooden Bowl,2023-05-05,90.86,Instagram,192,47,48,20,8
Natural Stone Coaster Set,2023-05-23,79.24,Instagram,165,34,19,18,7
Handcrafted Wooden Bowl,2023-03-06,43.64,Twitter,471,54,14,15,3
Custom Silver Necklace,2023-03-12,87.62,Instagram,50,14,17,7,2
Organic Cotton Scarf,2023-05-01,70.49,Twitter,466,18,9,13,2
Eco-Friendly Bamboo Clock,2023-04-18,68.53,Instagram,497,56,40,9,3
Handcrafted Wooden Bowl,2023-05-29,50.47,Twitter,283,23,25,15,3
Handmade Ceramic Vase,2023-04-15,40.57,Facebook,366,79,15,13,6
Organic Cotton Scarf,2023-04-26,30.43,Instagram,76,89,24,15,6
Eco-Friendly Bamboo Clock,2023-03-05,93.79,Facebook,176,40,13,10,5
Vintage Style Linen Dress,2023-05-10,67.57,Facebook,214,41,13,10,5
Organic Cotton Scarf,2023-05-24,76.51,Facebook,182,78,21,12,6
Eco-Friendly Bamboo Clock,2023-03-04,49.33,Instagram,466,13,42,17,6
Natural Stone Coaster Set,2023-04-07,90.63,Facebook,246,78,48,15,7
Artisan Glass Earrings,2023-05-04,57.13,Facebook,453,70,45,18,9
Natural Stone Coaster Set,2023-03-07,79.51,Facebook,256,14,21,18,9
Custom Silver Necklace,2023-03-23,89.82,Twitter,98,46,44,15,3
Handcrafted Wooden Bowl,2023-03-25,32.6,Instagram,379,67,15,7,2
Custom Silver Necklace,2023-03-29,58.42,Facebook,228,45,36,10,5
Handmade Ceramic Vase,2023-04-01,64.79,Instagram,108,68,47,6,2
Eco-Friendly Bamboo Clock,2023-05-18,26.24,Facebook,292,86,17,15,7
Organic Cotton Scarf,2023-03-09,64.37,Facebook,101,61,50,14,7
Handmade Ceramic Vase,2023-04-21,27.29,Instagram,349,30,36,17,6
Handmade Ceramic Vase,2023-03-04,71.83,Instagram,404,85,19,0,0
Artisan Glass Earrings,2023-03-29,67.44,Facebook,314,57,41,15,7
Organic Cotton Scarf,2023-03-17,58.3,Instagram,203,100,22,0,0
Handmade Ceramic Vase,2023-04-26,54.81,Twitter,419,87,45,15,3
Artisan Glass Earrings,2023-05-04,66.88,Twitter,75,39,47,13,2
Handmade Ceramic Vase,2023-05-27,83.19,Twitter,177,60,19,15,3
Custom Silver Necklace,2023-04-24,64.74,Instagram,355,66,25,0,0
Artisan Glass Earrings,2023-03-07,27.52,Instagram,406,29,45,3,1
Natural Stone Coaster Set,2023-05-02,46.96,Facebook,175,90,29,14,7
Decorative Beaded Bracelet,2023-05-01,80.78,Twitter,122,65,14,0,0
Artisan Glass Earrings,2023-03-18,36.6,Instagram,400,37,24,10,4
Eco-Friendly Bamboo Clock,2023-03-20,86.69,Twitter,185,44,40,6,1
Custom Silver Necklace,2023-05-09,45.95,Facebook,371,66,32,0,0
Personalized Leather Wallet,2023-03-12,36.84,Facebook,176,99,44,11,5
Natural Stone Coaster Set,2023-05-28,46.16,Instagram,422,35,34,9,3
Artisan Glass Earrings,2023-03-27,52.33,Twitter,251,28,20,16,3
Artisan Glass Earrings,2023-03-03,69.36,Twitter,452,90,50,14,2
Handcrafted Wooden Bowl,2023-05-14,96.78,Facebook,60,73,40,16,8
Vintage Style Linen Dress,2023-04-16,78.28,Facebook,393,90,26,4,2
Organic Cotton Scarf,2023-05-04,91.31,Twitter,215,73,42,10,2
Organic Cotton Scarf,2023-05-27,78.83,Instagram,152,93,28,4,1
Organic Cotton Scarf,2023-05-16,78.02,Twitter,243,65,22,0,0
Organic Cotton Scarf,2023-05-12,67.76,Instagram,258,91,43,3,1
Eco-Friendly Bamboo Clock,2023-05-12,31.21,Twitter,353,38,17,19,3
Custom Silver Necklace,2023-05-06,91.82,Instagram,130,41,11,6,2
Organic Cotton Scarf,2023-03-16,85.83,Twitter,225,23,5,19,3
Personalized Leather Wallet,2023-03-06,24.04,Instagram,216,78,46,9,3
Personalized Leather Wallet,2023-05-09,42.03,Facebook,185,54,48,0,0
Decorative Beaded Bracelet,2023-04-13,53.56,Instagram,386,95,9,18,7
Handmade Ceramic Vase,2023-04-07,67.14,Facebook,87,52,39,14,7
Organic Cotton Scarf,2023-04-24,59.96,Facebook,124,53,30,3,1
Personalized Leather Wallet,2023-05-03,75.98,Facebook,338,18,44,11,5
Custom Silver Necklace,2023-05-04,44.31,Instagram,437,61,48,19,7
Decorative Beaded Bracelet,2023-03-10,53.63,Instagram,423,18,13,7,2
Artisan Glass Earrings,2023-03-19,51.23,Instagram,473,80,21,18,7
Personalized Leather Wallet,2023-03-02,43.5,Facebook,86,81,45,9,4
Handmade Ceramic Vase,2023-03-20,21.31,Twitter,109,28,20,19,3
Organic Cotton Scarf,2023-03-13,89.37,Facebook,305,94,23,17,8
Eco-Friendly Bamboo Clock,2023-04-06,75.7,Facebook,382,71,41,12,6
Natural Stone Coaster Set,2023-03-12,67.51,Instagram,364,68,11,1,0
Artisan Glass Earrings,2023-04-18,61.72,Facebook,473,44,9,5,2
Eco-Friendly Bamboo Clock,2023-03-03,28.26,Twitter,101,70,6,11,2
Natural Stone Coaster Set,2023-05-11,62.32,Twitter,487,10,20,2,0
Handcrafted Wooden Bowl,2023-05-02,49.05,Facebook,148,21,18,2,1
Decorative Beaded Bracelet,2023-05-02,31.93,Facebook,77,99,27,16,8
Vintage Style Linen Dress,2023-05-19,76.25,Twitter,198,21,17,12,2
Decorative Beaded Bracelet,2023-04-29,47.31,Twitter,258,15,39,7,1
Handmade Ceramic Vase,2023-05-18,61.82,Instagram,411,27,10,19,7
Custom Silver Necklace,2023-05-24,97.67,Facebook,438,54,17,2,1
Organic Cotton Scarf,2023-05-08,67.64,Facebook,311,67,41,16,8
Natural Stone Coaster Set,2023-04-15,50.31,Facebook,315,84,40,6,3
Personalized Leather Wallet,2023-04-27,69.61,Twitter,324,87,36,20,4
Vintage Style Linen Dress,2023-05-17,56.64,Twitter,365,84,5,4,0
Handcrafted Wooden Bowl,2023-03-08,88.48,Twitter,71,28,14,8,1
Organic Cotton Scarf,2023-03-03,54.96,Twitter,307,47,23,19,3
Decorative Beaded Bracelet,2023-05-15,84.87,Twitter,462,98,37,11,2
Decorative Beaded Bracelet,2023-04-07,20.68,Facebook,295,89,42,20,10
Vintage Style Linen Dress,2023-03-07,73.29,Instagram,283,34,9,19,7
Natural Stone Coaster Set,2023-04-10,49.65,Facebook,147,64,25,2,1
Natural Stone Coaster Set,2023-03-31,25.21,Instagram,234,29,47,4,1
Custom Silver Necklace,2023-05-08,88.56,Twitter,171,36,37,6,1
Personalized Leather Wallet,2023-03-01,64.43,Facebook,174,99,18,5,2
Eco-Friendly Bamboo Clock,2023-04-04,35.28,Facebook,223,79,39,5,2
Handcrafted Wooden Bowl,2023-05-01,47.12,Instagram,499,15,40,8,3
Custom Silver Necklace,2023-04-09,94.39,Twitter,376,30,50,18,3
Personalized Leather Wallet,2023-05-08,98.53,Instagram,391,13,16,12,4
Handcrafted Wooden Bowl,2023-04-06,57.86,Twitter,273,64,43,1,0
Decorative Beaded Bracelet,2023-05-02,99.42,Twitter,440,100,25,5,1
Natural Stone Coaster Set,2023-03-01,91.2,Instagram,190,87,34,2,0
Organic Cotton Scarf,2023-04-11,57.38,Facebook,209,55,47,1,0
Natural Stone Coaster Set,2023-04-07,41.03,Instagram,471,83,21,15,6
Natural Stone Coaster Set,2023-04-21,46.49,Twitter,169,23,31,1,0
Organic Cotton Scarf,2023-05-06,58.03,Twitter,305,100,25,15,3
Custom Silver Necklace,2023-03-23,28.43,Facebook,117,96,27,18,9
Decorative Beaded Bracelet,2023-04-17,92.74,Twitter,319,70,11,20,4
Personalized Leather Wallet,2023-05-09,22.61,Facebook,252,67,33,10,5
Custom Silver Necklace,2023-04-28,70.41,Facebook,403,36,16,13,6
Natural Stone Coaster Set,2023-03-03,72.31,Facebook,321,13,6,4,2
Personalized Leather Wallet,2023-03-08,55.55,Instagram,185,58,25,3,1
Handmade Ceramic Vase,2023-04-29,30.82,Twitter,188,95,16,3,0
Organic Cotton Scarf,2023-05-28,28.83,Facebook,478,63,11,16,8
Decorative Beaded Bracelet,2023-05-21,53.38,Facebook,267,93,40,12,6
Eco-Friendly Bamboo Clock,2023-04-19,90.59,Instagram,295,59,21,20,8
Organic Cotton Scarf,2023-03-11,69.18,Twitter,87,70,44,0,0
Handcrafted Wooden Bowl,2023-03-21,70.56,Facebook,427,36,26,12,6
Vintage Style Linen Dress,2023-03-07,68.31,Twitter,465,57,7,1,0
Handmade Ceramic Vase,2023-04-20,75.79,Twitter,96,58,5,0,0
Decorative Beaded Bracelet,2023-03-19,93.13,Instagram,198,39,26,2,0
Artisan Glass Earrings,2023-05-03,95.32,Instagram,322,75,6,18,7
Custom Silver Necklace,2023-03-23,75.71,Instagram,270,79,40,2,0
Artisan Glass Earrings,2023-04-14,75.26,Twitter,284,95,36,2,0
Custom Silver Necklace,2023-03-08,36.47,Facebook,62,41,10,8,4
Artisan Glass Earrings,2023-04-15,74.9,Facebook,356,19,24,18,9
Artisan Glass Earrings,2023-05-07,78.94,Instagram,75,63,36,8,3
Personalized Leather Wallet,2023-05-09,76.44,Twitter,136,88,18,2,0
Natural Stone Coaster Set,2023-05-11,87.18,Facebook,441,23,9,7,3
Decorative Beaded Bracelet,2023-03-23,62.03,Instagram,76,37,12,1,0
Custom Silver Necklace,2023-05-28,28.33,Twitter,52,52,11,2,0
Natural Stone Coaster Set,2023-04-29,29.55,Twitter,76,10,50,14,2
Eco-Friendly Bamboo Clock,2023-05-26,25.96,Instagram,208,20,38,0,0
Artisan Glass Earrings,2023-03-24,69.72,Instagram,70,73,18,6,2
Custom Silver Necklace,2023-05-17,72.03,Facebook,352,64,11,11,5
Handmade Ceramic Vase,2023-03-03,23.03,Facebook,165,65,50,18,9
Personalized Leather Wallet,2023-04-29,28.77,Facebook,279,21,22,10,5
Artisan Glass Earrings,2023-03-13,22.13,Twitter,125,62,29,12,2
Vintage Style Linen Dress,2023-05-08,55.25,Facebook,410,79,6,20,10
Personalized Leather Wallet,2023-05-02,74.2,Twitter,367,92,47,17,3
Decorative Beaded Bracelet,2023-05-30,47.2,Instagram,471,81,38,2,0
Handmade Ceramic Vase,2023-04-28,84.07,Facebook,422,100,16,8,4
Vintage Style Linen Dress,2023-05-20,32.07,Twitter,144,78,46,12,2
Decorative Beaded Bracelet,2023-05-13,75.97,Twitter,292,27,15,13,2
Artisan Glass Earrings,2023-05-10,62.29,Facebook,187,42,48,16,8
Decorative Beaded Bracelet,2023-03-02,95.74,Twitter,294,56,18,16,3
Handmade Ceramic Vase,2023-05-11,26.29,Twitter,89,47,36,16,3
Artisan Glass Earrings,2023-05-13,56.71,Twitter,282,20,11,2,0
